cycle,contestant,elimination-1,elimination-2,elimination-3,elimination-4,elimination-5,elimination-6,elimination-7,elimination-8,elimination-9,elimination-10,elimination-11,elimination-12,elimination-13
19,Kristin,5.0,6.0,6.666666666666667,5.75,5.4,5.0,4.571428571428571,4.5,4.555555555555555,0,0,0,0
19,Yvonne,7.0,8.5,8.666666666666666,8.0,8.0,0,0,0,0,0,0,0,0
19,Nastasia,2.0,4.0,4.666666666666667,3.75,4.2,3.6666666666666665,3.7142857142857144,3.375,3.3333333333333335,3.4,0,0,0
19,Victoria,9.0,5.0,5.666666666666667,5.5,5.8,5.5,5.428571428571429,5.5,0,0,0,0,0
19,Maria,11.0,11.5,0,0,0,0,0,0,0,0,0,0,0
20,Renee,8.0,8.5,9.333333333333334,9.0,8.4,7.333333333333333,6.714285714285714,6.25,5.777777777777778,5.6,5.545454545454546,0,0
20,Chris H.,3.0,4.0,4.333333333333333,4.75,4.6,4.5,4.0,4.5,4.666666666666667,4.7,4.636363636363637,0,0
20,Mike,14.0,7.5,9.333333333333334,0,0,0,0,0,0,0,0,0,0
20,Don,2.0,7.5,6.333333333333333,5.5,5.4,5.5,5.571428571428571,5.125,5.444444444444445,0,0,0,0
20,Bianca,16.0,0,0,0,0,0,0,0,0,0,0,0,0
20,Marvin,1.0,5.5,5.666666666666667,6.75,5.8,6.0,6.142857142857143,6.25,6.333333333333333,5.9,5.545454545454546,5.25,5.0
20,Phil,13.0,12.0,9.0,7.75,8.0,8.0,8.0,0,0,0,0,0,0
20,Jiana,4.0,3.0,4.333333333333333,6.0,6.4,6.833333333333333,0,0,0,0,0,0,0
20,Jourdan,10.0,6.5,4.666666666666667,4.75,4.0,3.5,3.7142857142857144,3.75,3.888888888888889,3.6,3.3636363636363638,3.1666666666666665,3.0
20,Nina,9.0,6.5,5.0,6.0,6.2,5.666666666666667,5.142857142857143,4.625,4.222222222222222,4.5,0,0,0
20,Kanani,11.0,9.5,9.333333333333334,7.5,8.0,0,0,0,0,0,0,0,0
20,Chlea,12.0,13.0,0,0,0,0,0,0,0,0,0,0,0
20,Jeremy,7.0,9.5,10.333333333333334,9.5,9.8,0,0,9.166666666666666,8.285714285714286,8.0,0,0,0
20,Alex,5.0,6.0,7.333333333333333,8.5,0,0,0,8.6,0,0,0,0,0
20,Cory,6.0,6.0,6.666666666666667,5.25,4.8,4.833333333333333,4.714285714285714,4.75,4.666666666666667,4.5,4.363636363636363,4.25,0
20,Chris S.,15.0,0,0,0,0,0,0,0,0,0,0,0,0
21,Raelia,11.0,7.5,5.666666666666667,5.0,5.8,6.0,5.428571428571429,5.625,5.777777777777778,0,0,0,0
21,Kari,9.0,10.5,9.666666666666666,9.5,9.6,0,0,0,0,0,0,0,0
21,Ben,7.0,4.0,5.666666666666667,7.0,0,0,0,0,0,0,0,0,0
21,Lenox,2.0,2.0,5.0,4.0,3.4,3.0,3.5714285714285716,3.5,3.4444444444444446,3.3,3.3636363636363638,3.4166666666666665,0
21,Ivy,14.0,0,0,0,0,0,0,0,0,0,0,0,0
21,Chantelle,6.0,9.5,0,0,0,0,0,6.666666666666667,6.5,6.4,0,0,0
21,Will,13.0,8.0,5.666666666666667,5.5,5.0,4.5,4.0,4.25,4.0,3.9,3.8181818181818183,3.6666666666666665,3.5384615384615383
21,Matthew,4.0,5.0,5.0,5.5,5.4,6.0,0,0,0,0,0,0,0
21,Denzel,5.0,7.0,7.0,7.25,6.6,6.5,6.714285714285714,0,0,0,0,0,0
21,Adam,10.0,10.5,10.333333333333334,9.25,7.8,7.333333333333333,7.142857142857143,6.75,6.555555555555555,6.4,5.909090909090909,5.5,5.3076923076923075
21,Mirjana,3.0,5.0,4.666666666666667,4.0,4.4,5.0,5.0,5.375,0,0,0,0,0
21,Shei,12.0,11.0,9.333333333333334,8.0,8.0,7.166666666666667,6.714285714285714,6.125,5.888888888888889,5.7,5.636363636363637,0,0
21,Keith,1.0,3.0,3.0,4.75,5.2,5.0,4.714285714285714,4.75,4.333333333333333,4.0,3.8181818181818183,3.75,3.5384615384615383
21,Romeo,8.0,8.0,9.333333333333334,0,0,0,0,0,0,0,0,0,0
22,Devin,1.0,2.5,2.6666666666666665,3.5,4.6,5.0,5.142857142857143,4.75,4.555555555555555,4.6,0,0,0
22,Bello,7.0,5.0,5.333333333333333,6.25,5.8,6.166666666666667,0,0,0,0,0,0,0
22,Ashley,8.0,9.5,8.0,7.75,8.2,0,0,0,0,0,0,0,0
22,Justin,2.0,4.0,6.0,5.75,5.8,5.333333333333333,5.571428571428571,0,0,0,0,0,0
22,Hadassah,10.0,11.0,11.0,9.25,8.8,8.166666666666666,7.285714285714286,7.125,7.0,0,0,0,0
22,Mikey,4.0,3.0,3.3333333333333335,4.5,4.6,4.5,4.571428571428571,4.125,3.888888888888889,3.6,3.5454545454545454,3.5,0
22,Stefano,13.0,13.0,0,0,0,0,0,0,0,0,0,0,0
22,Devin,1.0,2.5,2.6666666666666665,3.5,4.6,5.0,5.142857142857143,4.75,4.555555555555555,4.6,0,0,0
22,Bello,7.0,5.0,5.333333333333333,6.25,5.8,6.166666666666667,0,0,0,0,0,0,0
22,Ashley,8.0,9.5,8.0,7.75,8.2,0,0,0,0,0,0,0,0
22,Justin,2.0,4.0,6.0,5.75,5.8,5.333333333333333,5.571428571428571,0,0,0,0,0,0
22,Hadassah,10.0,11.0,11.0,9.25,8.8,8.166666666666666,7.285714285714286,7.125,7.0,0,0,0,0
22,Mikey,4.0,3.0,3.3333333333333335,4.5,4.6,4.5,4.571428571428571,4.125,3.888888888888889,3.6,3.5454545454545454,3.5,0
22,Stefano,13.0,13.0,0,0,0,0,0,0,0,0,0,0,0
22,Mam̩,6.0,7.5,5.666666666666667,5.0,4.4,4.666666666666667,4.571428571428571,4.5,4.111111111111111,3.9,3.6363636363636362,3.4166666666666665,3.3076923076923075
22,Delanie,14.0,0,0,0,0,0,0,0,0,0,0,0,0
22,Courtney,9.0,7.0,7.666666666666667,8.25,8.2,8.333333333333334,0,0,0,0,0,0,0
22,Dustin,12.0,11.0,11.333333333333334,0,0,0,0,10.25,0,0,0,0,0
22,Ava,5.0,3.0,4.666666666666667,6.25,0,0,0,0,0,0,0,0,0
22,Nyle,11.0,9.0,8.333333333333334,6.5,5.8,5.166666666666667,4.571428571428571,4.625,4.555555555555555,4.5,4.2727272727272725,4.0,3.769230769230769
22,Lacey,3.0,5.5,4.0,3.5,3.0,2.6666666666666665,2.7142857142857144,2.75,3.0,3.0,3.0,3.0,0
23,Cory Anne,13.0,7.5,8.666666666666666,6.75,5.6,5.166666666666667,5.285714285714286,5.125,5.222222222222222,5.1,4.909090909090909,4.75,4.615384615384615
23,Tatiana,5.0,6.5,5.666666666666667,5.25,4.8,4.666666666666667,4.142857142857143,4.25,4.333333333333333,4.2,4.181818181818182,4.0,3.8461538461538463
23,Paige,7.0,8.0,6.333333333333333,6.5,6.4,5.666666666666667,5.571428571428571,5.125,5.333333333333333,0,0,0,0
23,Justine,14.0,0,0,0,0,0,0,0,0,0,0,0,0
23,Marissa,4.0,3.5,5.0,5.75,5.4,5.833333333333333,5.571428571428571,5.75,0,0,0,0,0
23,Cherish,11.0,12.0,0,0,0,0,0,0,0,0,0,0,0
23,India,6.0,5.0,5.333333333333333,4.75,5.4,4.666666666666667,4.285714285714286,3.875,3.5555555555555554,3.4,3.1818181818181817,3.0,2.8461538461538463
23,Kyle,10.0,8.5,8.666666666666666,9.0,9.0,9.0,0,0,0,0,0,0,0
23,Binta,8.0,9.0,6.666666666666667,6.5,6.6,6.5,6.714285714285714,0,0,0,0,0,0
23,Courtney,2.0,1.5,3.3333333333333335,3.75,4.0,4.5,4.857142857142857,5.0,4.888888888888889,4.9,4.636363636363637,4.583333333333333,0
23,Tash,9.0,7.5,9.0,0,0,0,0,0,7.0,6.8,0,0,0
23,Cody,1.0,3.0,5.333333333333333,4.5,4.0,4.166666666666667,4.0,3.875,3.7777777777777777,3.5,3.6363636363636362,0,0
23,Giah,3.0,7.0,6.333333333333333,7.5,0,0,0,0,0,0,0,0,0
23,Krislian,12.0,12.0,8.333333333333334,8.5,8.8,0,0,0,0,0,0,0,0
